,arg_id,LocalAcceptability,Cogency,LocalRelevance,LocalSufficiency,Text
243,arg35718,2,2,3,2,"Honestly, I'd rather be completely fatherless, not saying that not having is better than having one, albeit a lousy one. However, I do believe that you can grow up completely fatherless and without any major male role model and still be successful. Take myself for example; I lived the first thirteen years of my life without a father or any fatherly interaction, and those were the essential times a kid needed to be around his/her father, I turned out great(Self-opinion). So yes, as opposed to having a lousy father that would rub off on me and mold me into half a man, I would much rather being fatherless."
244,arg35758,3,2,3,2,"I would rather be ""fatherless"" then having a ""lousy father"", because a ""father"" is supposed to be the man of the house and set a good example so the rest of the family can look up to him. So if I look up at a lousy father I might then be a lousy person, but if I had no father then I'll set the standards for my own self and step up and be the man of the house especially if I had younger brothers or sisters."
245,arg35705,2,2,3,2,I think in any case its better to have no father then to have a lousy father either way you still lose. When you have a father you want him to be the best he can be so you can learn from him as you grow up. If you were to have a lousy father then whats the point of having a father at all if he's just going to be lousy and he wouldn't teach you anything. It's always better to have a respectable father figure in your life then to have a lousy father figure.
246,arg35622,3,2,3,2,"I think it would be better fatherless the reason why is because i have never had a father in my life. I think that if you have a lousy father you will be taught to be lousy just like him. Parents are supposed to be setting examples for their kids, not just be lazy and that type of thing. Whats the point of having a bum for a father your whole life? you are not going to learn anything from him so why keep him? I feel like a mother can raise a son the same as a father can, well at least my mother did."
247,arg35748,3,2,3,2,"Having a lousy father does not just leaves bumps, scrapes and scars externally. The damage goes much deeper. During those vital years of childhood having a bad dad isn't something that one forgets easily. Not only does it alter self confidence and self worth, it can covertly brand those bad habits in the mind of the child. The characteristics of an unfit parent are poisonous. I believe that it is better to be fatherless, rather than have a lousy father. Yes, it will take much effort to fill the shoes of the missing party, but it can and should be done."
248,arg35591,3,2,3,2,"In my opinion, I believe it is better to be fatherless then to have a lousy father. I wouldnt know how it feel to have a lousy father but I have friends that there fathers are always drunk and never do anything to help them. They sometimes tell me they wish there dad wasn't around. Now if my dad was like that I would think the same because at least by not having a father you wouldnt know how it feels to be dissapointed by a father."
249,arg35669,2,1,3,1,"Well, this is not an easy question to answer because both are kind of the same to me. But i would have to say fatherless because i'd rather have no man in my life than have somebody that isn't concerned about your life at all. To me that kind of is like being fatherless. I can always find another father figure or not even as much as a father figure, more like a male role model."
250,arg35706,3,3,3,2,It really sucks not having a man to look up to while your growing up. I believe that being fatherless is better then having a lousy father. The reason I believe this is the best is because you dont want to be looking up to a guy that does nothing in life and its just setting bad examples. Who knows you might grow up following his steps. So being fatherless is better because from day one you start depending on your own with no need of a father being there. And theres always going to be other people by your side helping you get through life.
251,arg35632,2,2,2,2,"It's better to be fatherless. Having a lousy father creates a bigger gap in your life than being fatherless. It is a proven fact that if you're a girl, you'll look for someone to be your other half that's similar to your father. Having a lousy father, for a girl, would mean having a lousy boyfriend as well. By having no father you don't have to worry about how terrible they are and all you have to do is ponder how amazing your dad could have been. Wondering what could have been is better than wondering how much better it could be."
252,arg35616,3,2,3,2,"Although being fatherless is probably one of the biggest hardships, undesired by all. I would rather be fatherless, than to have to deal with someone who on a daily basis would frustrate me. At least when you have no knowledge of a father, you only ponder on it from time to time. On the other hand, a lousy father would be with you in your thoughts forever."
253,arg636360,2,1,2,1,"One of the key component to Christianity is FAITH. Just you because you can't see it doesn't mean it's not there. Gravity, for example, you can't see it, feel it, or hear it, but you know it's there. Faith to Christians is the same way."
254,arg289787,1,1,2,1,"Christianity of course. Can't imagine life if I didn't believe in God. Actually I can, it would be hell."
255,arg229317,2,1,2,1,"Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it."
256,arg644073,2,1,2,1,Christianity does offer hope in the world. Christianity does tell others to help the poor.
257,arg244440,2,1,2,1,"Atheism is based on science, but faith is based on the soul. An atheist is always looking for the absence of God, but religious person just believes. Atheism should be constantly fed, but faith shouldn't be.

Although I'm religious person, I think atheist can stand to hear besause everyone is indepent and everyone has to have his own opinion."
258,arg240623,1,1,3,1,there is no god. Science has proven it. It was just an excuse made up so people from simplier times didnt have to think to hard on those big questions.
259,arg439197,2,2,3,1,I'm sad to see the way this turned out. With not so little respect and so much spamming. I choose atheism over a Christianity because their is not enough evidence to soothe my curiosity. Christianity raises too many questions that it never answers.
260,arg231491,1,1,2,1,"religious people are always using the same argument: you cant prove he doesn't exist!!!!you CANNOT disprove a negative. meaning, you cant prove something is not there,which already is not there."
261,arg240625,1,1,1,1,christians are also fun to lawl at because they waste half of their sunday going to church. What a waste!!!! HAHAHA
262,arg229484,2,1,2,1,"Even if there was a valid proof for the existence of god, there would be no valid proof that that god is Christian or not."
263,arg229241,3,2,3,2,"Christianity conflicts with historical, archaeological, astronomical, biological, and many other forms of evidence. It denies rational & impartial common sense. Its teachings, written by an all powerful, all knowing, creator of the universe, are filled with contradictions. The arguments for Christianity just don't hold ground (bar one or two, and those are close). Atheism is not perfect, but it is the more logical position of the two."
264,arg246334,2,1,2,1,"As humans, we cannot know exactly if there is a higher force or not. Christianity however is not it. Firstly because it is not one belief that every Christian shares, it lacks solidarity. I compare it to a road with all different kinds of sideways. Ask a question about religion, and lots of people will find one of those sideways to adjust their religion to their personal beliefs.

With Athe��sm, the concept is pretty clear. It is more scientific, and I like that."
265,arg575745,2,2,3,2,"No one ever said science is PERFECT. That's the difference between Religion and Science, Science admits it doesn't have all the answers while Religion is SO dogmatic enough to not even recognise FACTS. And even just what TRUTH really stands for."
266,arg270902,2,2,3,1,"Religion in the past has caused many wars. It encourages racism , sexism and homophobia. It is something that gives us prejudice. It makes us hate one another. the time has come to put a stop to it."
267,arg231620,1,1,1,1,"For reasons that should be totally obvious, and which I would assume have been thoroughly fleshed out by others involved."
268,2137504198,2,2,3,2,"This not only degrades morality, it also affects how women are treated in society today. This is against women empowerment in a sense that women are viewed merely as sex toys. Which at the end of the day affects how men perceive women which will in turn lead to a lot of disrespect and false perception.

Now, how about crime rates? Murders, Rape, and Sexual Abuse. According to studies, all these people who committed these grave crimes all had one thing in common: PORN."
269,29393,2,2,2,1,"Porn is wrong when it is not done in moderation. Porn addicts turn out to have intimacy issues in their relationships and mistreat and view women in a negative manner. Also people who are addicted to porn, expect all women to look like porn stars and act like porn stars, when in reality that is not what sex is about... But it tends to screw up their reality."
270,1191878965,1,2,3,2,"hells yeah porn is wrong. i mean wtf. film naked girls to publicly distribute it on the internet so jerk off's can jack off to them. porn is only here because it makes so much money and stupid people are buying into it. if it's not wrong then try watching it in front of your family, friends or the younger youth. yeah you would feel uncomfortable and you know why? because of common f**king sense and our conscience deep inside we know it's wrong."
271,71943,1,1,2,1,"well, the people who watch porn,

i guess thats ok, its NORMAL.

but the people who are

IN the porn, that is not normal..

i read it in a abnormal psychology book,

that means they have a disorder"
272,39342,1,1,2,1,"The argument that porn would expose one to the reality in life, and thus increasing one's maturity and prevent possible future sexual assaults, is totally crap.

porn is definitely wrong. after a dosage, the guilt of wasting ur time, wasting energy, wasting effort and not devoting urself to another thing and regretting that you should not have started would almost kill you. trust me.

its a road that shld not be taken, its as bad as smoking and dugs. i think the only reason its not banned in most developed countries is that they are facing an aging population."
273,27868,2,2,1,1,"in the past, children could walk around as they pleased, to and from the candy store, to and from school. now there are child pornographors, sexual predators online. porn has opened the doors to new crimes."
274,71821,1,1,2,1,PORN iS WRONG WHY WOULD YOU WANT TO WATCH PEOPLE HAVE SEX!! MAYBE EVERYONE FEEL DIFFERENT BUT STILL IF YU WANNA WATCH PEOPLE HAVE SEX GET A MIRROR AND HAVE SEX AND LOOK AT YUR SELF...CUZ KIDS OUT HERE R WATCHIN IT AND DOIN THE WRONG THINGS!
275,29278,2,2,2,2,"Porn is definitely wrong. Porn is like an addiction to some people which is unhealthy and can lead to guilt and lust. An addiction to porn gives an unhealthy image of real sex. Porn promotes the fact that sex is totally based on pleasure, but it is actually based on love and affection also. Porn inspired numerous crimes that sometimes abuse the rights and virginity of many people."
276,54187,1,1,2,1,"If one is in a relationship then yes porn is wrong. No one has the right to tell others what to do, we can only hope to influence. Porn is disgusting. Seriously. It exploits men and women. It is not realistic and can split up relationships.

If a man and a woman or a woman and a woman or man and a man are in a relationship then they should not need any other forms of sexual gratification other than their spouse. Out of love. And respect."
277,79734,1,1,1,1,"jarman:

porn is wrong because it sholud be in 4-D with surround sound and special effects :) it would make it much more pleasurable btw im a girl........"
278,13993,1,1,1,1,"No porn is not wrong. As an abstract noun, it cannot be wrong."
279,14000,1,1,2,1,"Porn is anything but wrong in most cases. Sometimes it's in very bad taste, but when it's giving equal gratification, etc. to all parties, there's nothing wrong, and I could even consider it an art form in some respects."
280,54763,2,2,2,2,Porn isn't inherently wrong because It really can't substantially harm anyone who isn't involved in it by choice.It really is just as simple as that.
281,14007,1,1,2,1,"Porn isn't wrong, as long as you aren't doing it behind your partner's back.

It's only degrading to the women who choose to pose."
282,13989,2,1,2,1,"The question is: who has the right to prohibit it? Government? Why would there be any pressing need at all for the state to outlaw pornography? Look at Europe- they're cool with pretty much everything. I don't see any moral depravity in Europe, do you?"
283,14003,2,2,3,2,"Easy access to porn may be the reason there has been an 85 percent decline in rapes over the last 25 years, according to a law professor at Northwestern University."
284,73596,2,1,2,1,"All these arguments about that porn leads to addiction are annoying me now -_- . Porn hardly ever leads to addiction, just in weak people, maybe who have mental health issues, or attachment issues or find it hard to separate fantasy from reality. I watch porn once or twice a day when i'm on my own but also have a great boyfriend and we have sex once or twice (sometimes three, if i'm lucky!) times a week, we use porn to spice things up in the bedroom but we know it's all fantasy, we're not idiots, we just have desires that need to be met!"
285,14002,1,1,3,1,"If pornography and the people who produce it were well respected by society, then no argument could be made that porn was degrading anyone.

Likewise, if, as a society we were to berate movie actors (for example), then the act of being an actor would become degrading.

It isn't the act of producing the porn that needs to change, but rather the acceptance of it in society."
286,13998,2,2,3,2,"me and my wife share an exciting and passionate love life. we love the porn. we pop it on and use it to kick it up a notch. set the room on fire. for us itt is a way to share and expand the love we enjoy together in the bedroom.

so as long as it is legal and everyone is of age then there should be no problem."
287,37675,3,3,3,3,"Porn is entertainment. Is it wrong and evil to have swear words in songs, because some people don't like it? Of course not. Should sex scenes in movies or TV shows be illegal? Nope. If you do not like porn, don't watch it. If you like it, it is your right to watch it."
288,arg219220,3,2,3,1,"The growth in bottled water production has increased water extraction in areas near bottling plants, leading to water shortages that affect nearby consumers and farmers. In addition to the millions of gallons of water used in the plastic-making process, two gallons of water are wasted in the purification process for every gallon that goes into the bottles."
289,arg219261,2,1,2,1,"Water bottles can easily be made into long term fiber materials, like clothing or carpet. It is easy to just fill cup with water and re use it."
290,arg219227,3,2,3,2,"In New York City alone, the transportation of bottled water from western Europe released an estimated 3,800 tons of global warming pollution into the atmosphere. In California, 18 million gallons of bottled water were shipped in from Fiji in 2006, producing about 2,500 tons of global warming pollution."
291,arg219254,3,2,3,1,"Take, for instance, Pepsi's Aquafina or Coca-Cola's Dasani bottled water. Both are sold in 20 ounce sizes and can be purchased from vending machines alongside soft drinks - and at the same price. Assuming you can find a $1 machine, that works out to 5 cents an ounce. These two brands are essentially filtered tap water, bottled close to their distribution point. Most municipal water costs less than 1 cent per gallon.

So why would you pay for something that comes out of your sink."
292,arg219204,2,2,3,2,"Yes I do feel that the consumption of water bottles should not be allowed anywhere unless in the case of emergency. Plastic bottles can leak chemicals after a period of time. Water bottles also are almost never recycled, and end up in landfills which lead to pollution of our environment. They take 700 years to start to decompose. 90% of the cost is the bottle itself... The water is usually tap water, and is not regulated. Even if tap water is dirty, you can easily clean it out with leaves, moss, and some water cleanser. Nearly one in five tested water bottles have bacteria anyway."
293,arg219233,3,2,3,2,"Water bottles, good or bad? Many people believe plastic water bottles to be good. But the truth is water bottles are polluting land and unnecessary. Plastic water bottles should only be used in emergency purposes only. The water in those plastic are only filtered tap water. In an emergency situation like Katrina no one had access to tap water. In a situation like this water bottles are good because it provides the people in need. Other than that water bottles should not be legal because it pollutes the land and big companies get 1000% of the profit."
294,arg219213,2,1,2,1,"Estimates variously place worldwide bottled water sales at between $50 and $100 billion each year, with the market expanding at the startling annual rate of 7 percent. Bottled water is big business. But in terms of sustainability, bottled water is a dry well."
295,arg219206,3,3,3,3,"Americans spend billions on bottled water every year. Banning their sale would greatly hurt an already struggling economy. In addition to the actual sale of water bottles, the plastics that they are made out of, and the advertising on both the bottles and packaging are also big business. In addition to this, compostable waters bottle are also coming onto the market, these can be used instead of plastics to eliminate that detriment. Moreover, bottled water not only has a cleaner safety record than municipal water, but it easier to trace when a potential health risk does occur.

(http://www.friendsjournal.org/bottled-water) (http://www.cdc.gov/healthywater/drinking/bottled/)"
296,arg219225,2,2,3,2,"Banning plastic bottled water would be a huge mistake in this very moment. More than a million people in the United States purchase bottled water every day which is helping the economy com out of this recession we are in. maybe not in a big way but every kid of help counts! Bottled water also only makes less then 1&#xof; the worlds wastes and can be recycled! According to the National Association for PET Container resources, PET water bottles are no the most recycled container in curb side programs by weight and by number!

http://www.nestlewaterscorporate.com/bottled_water_things_to_know/Video/index.html?@videoList.featured=31101711001"
297,arg219245,3,2,3,1,"U.S. alone grew by over 13%. According to research and consulting done by the Beverage Marketing Corporation, the global bottled water industry has exploded to over $35 billion. Americans alone paid $7.7 billion for bottled water in 2002. In 2001, for example globally bottled water companies produced over 130,000 million liters of water. This produced roughly 35,000 million dollars in revenue for the world's thousands of bottled water companies in 2001."
298,arg219250,2,1,2,1,"it is true that bottled water is a waste, but bottles can be reused!"
299,arg219244,2,1,2,1,"Western Europe consumes almost 50% of the world's bottled water. Many claim that this is due to European culture, since the continent has had very polluted waters due to agriculture and industry dating back to the Industrial Revolution. The water bottles they buy help us."
300,arg219268,2,1,2,1,Plastic is good light weight and a good for ditrabutions.
301,arg219258,3,2,3,2,"Banning bottled water would hurt the economy because it would leave hundreds of people without jobs and the big corporations like Dasani and Nestle would loose millions of dollars. It would hurt the economy severely. Millions of Americans use and purchase water bottle everyday so, banning them would only hurt big corporations.

http://www.nestlewaterscorporate.com/bottled_water_things_to_know/"
302,arg219293,2,2,3,2,"Most Americans on average recycle 86-88% of there bottle waters. That is more than half! So stop complaining that we dont recycle because we do!

http://www.treehugger.com/culture/23-percent-of-americans-donatmt-recycle.html"
303,arg219259,2,2,3,2,"Bottled water is somewhat less likely to be found in developing countries, where public water is least safe to drink. Many government programs regularly disperse bottled water for various reasons. Distributing small bottles of water is much easier than distributing large bulk storages of water. Also contamination from large water storage containers is much more likely than from single 12-20 ounce bottles of water."
